"","X","SEX","RACE","RELIG","FUND","MARITAL","ATTEND","PREMARSX","XMARSEX","HOMOSEX","TEENSEX","ABANY","CAPPUN","GUNLAW","GRASS","PRAYER","NATCITY","NATHEAL","NATCRIME","NATDRUG","NATEDUC","NATRACE","NATFARE","NATROAD","NATMASS","CONCLERG","CONEDUC","CONFED","CONPRESS","CONJUDGE","CONLEGIS","FECHLD","FEHELP","FEPRESCH","FEFAM","RACDIF1","LIVEBLKS","MARBLK","DISCAFF","PARTY","IDEOLOGY","AGESUM","INCOME","EDUC2","REGION2","CITY","RURAL","PROT","NEWFUND"
"814",814,"male","White","None","liberal","Married","NEVER","Wrong sometimes",NA,NA,"Always wrong",NA,"Favor",NA,"Should not","Disapprove","Too much","Too little","About right","Too little","Too little","Too much","About right","About right","About right","Hardly confidnce","some confidence","Hardly confidnce","Hardly confidnce","some confidence","Hardly confidnce","Disagree","Disagree","Agree","Disagree","No","Very Much Opposd","Very Much Opposd",NA,"Independent","moderate","30 to 44","$60,000 or more","high school graduate","North Central","other urban county",0,0,1
"815",815,"male","White","Protestant","moderate","Married","LESS ONCE A YEAR",NA,"Always wrong","Always wrong",NA,"No","Favor","Favor","Should",NA,NA,NA,NA,NA,NA,NA,NA,"Too little","Too little","some confidence","great confidence","some confidence","Hardly confidnce","some confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Republican","conservative","45 to 59","$20,000 to $34,999","high school graduate","North Central","other urban county",0,1,NA
"816",816,"male","White","Protestant","moderate","Divorced","NEVER","Not wrong at all",NA,NA,"Almst alwys wrng",NA,"Favor",NA,"Should not","Disapprove",NA,NA,NA,NA,NA,NA,NA,"Too much","Too much","some confidence","Hardly confidnce","some confidence","Hardly confidnce","great confidence","great confidence","Agree","Disagree","Agree",NA,"No","Not Favor/Opposd","Not Favor/Opposd",NA,"Democrat","moderate","45 to 59","$20,000 to $34,999","high school graduate","North Central","other urban county",0,1,NA
"817",817,"female","White","Protestant","moderate","Separated","ONCE A MONTH","Always wrong","Always wrong","Always wrong","Always wrong","No","Favor","Favor",NA,"Disapprove",NA,NA,NA,NA,NA,NA,NA,"Too little","About right",NA,NA,NA,NA,NA,NA,"Agree",NA,"Disagree","Disagree","No","Somewhat Opposed","Very Much Opposd","Very likely","Independent","conservative","18 to 29","$20,000 to $34,999","less than h.s. diploma","North Central","other urban county",0,1,NA
"818",818,"male","White","Protestant","fundamentalist","Married","NEVER","Not wrong at all","Always wrong","Always wrong","Always wrong","No","Favor","Favor",NA,"Disapprove","About right","About right","Too little","Too little","Too little","About right","About right","Too little",NA,NA,NA,NA,NA,NA,NA,"Disagree","Agree","Agree","Agree","No","Somewhat Opposed","Very Much Opposd","Very likely","Democrat","moderate","60 or older","under $20,000","less than h.s. diploma","North Central","other urban county",0,1,3
"819",819,"female","White","Protestant","fundamentalist","Married","NEARLY EVERY WK",NA,"Always wrong","Always wrong",NA,"No","Favor","Favor","Should not",NA,"About right","Too little","About right","Too little","Too little","Too much","Too much","Too little","Too little","some confidence","some confidence","Hardly confidnce","Hardly confidnce","some confidence","Hardly confidnce",NA,NA,NA,NA,NA,NA,NA,"Very likely","Republican","conservative","45 to 59","$35,000 to $59,000","college graduate","North Central","other urban county",0,1,3
"820",820,"female","White","Protestant","fundamentalist","Married","ONCE OR TWICE YR",NA,"Always wrong","Not wrong at all",NA,"No","Oppose","Favor","Should not",NA,"About right","Too little","Too little","About right","Too little","About right","Too much","About right","Too little","some confidence","some confidence","Hardly confidnce","Hardly confidnce","great confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Not very likely","Republican","conservative","18 to 29","$20,000 to $34,999","some college","North Central","other urban county",0,1,3
"821",821,"male","White","Protestant","moderate","Married","LESS ONCE A YEAR","Not wrong at all",NA,NA,"Always wrong",NA,"Favor",NA,"Should not","Approve","About right","Too little","About right","Too little","Too little","About right","About right","About right","About right","great confidence","great confidence","Hardly confidnce","Hardly confidnce","Hardly confidnce","Hardly confidnce","Strongly agree","Strong disagree","Disagree","Strong disagree","Yes","Not Favor/Opposd","Somewhat Opposed",NA,"Republican","moderate","30 to 44","$20,000 to $34,999","some college","North Central","other urban county",0,1,NA
"822",822,"female","White","Catholic","moderate","Never married","NEARLY EVERY WK","Almst alwys wrng",NA,NA,"Always wrong",NA,"Oppose",NA,"Should not","Disapprove",NA,NA,NA,NA,NA,NA,NA,"Too little","About right","great confidence","some confidence","some confidence","some confidence","great confidence","some confidence","Agree","Disagree","Agree","Agree","Yes","Not Favor/Opposd","Not Favor/Opposd",NA,"Republican","moderate","18 to 29","under $20,000","college graduate","North Central","other urban county",0,0,NA
"823",823,"male","Black","Protestant","fundamentalist","Never married","2-3 TIMES MONTH","Not wrong at all","Always wrong","Always wrong","Almst alwys wrng","Yes","Favor","Oppose",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,"About right","About right",NA,NA,NA,NA,NA,NA,"Strongly agree","Strong disagree","Disagree","Disagree","No","Somewhat Favor","Not Favor/Opposd","Not very likely","Democrat","liberal","18 to 29","under $20,000","college graduate","North Central","other urban county",0,1,3
"824",824,"male","White","Protestant","moderate","Married","ONCE A MONTH","Always wrong","Always wrong","Always wrong","Always wrong","No","Oppose","Oppose",NA,"Approve","About right","About right","About right","Too little","Too much","Too much","About right","Too little","Too much",NA,NA,NA,NA,NA,NA,"Disagree","Disagree","Agree","Agree","No","Not Favor/Opposd","Not Favor/Opposd","Not very likely","Republican","conservative","60 or older","$60,000 or more","college graduate","North Central","other urban county",0,1,NA
"825",825,"female","White","Catholic","moderate","Married","EVERY WEEK","Wrong sometimes",NA,NA,"Always wrong",NA,"Favor",NA,"Should","Approve",NA,NA,NA,NA,NA,NA,NA,"About right","Too little","some confidence","great confidence","Hardly confidnce","Hardly confidnce","some confidence","Hardly confidnce","Strong disagree","Strong disagree","Agree","Agree","Yes","Not Favor/Opposd","Not Favor/Opposd",NA,"Independent","moderate","30 to 44","$60,000 or more","college graduate","North Central","other urban county",0,0,NA
"826",826,"female","White","Protestant","fundamentalist","Married","SEVERAL TIMES WK","Always wrong",NA,NA,"Always wrong",NA,"Favor",NA,"Should not","Disapprove",NA,NA,NA,NA,NA,NA,NA,"About right",NA,"some confidence","some confidence","some confidence","some confidence","some confidence","some confidence","Disagree","Agree","Strongly agree","Strongly agree","No","Not Favor/Opposd","Not Favor/Opposd",NA,"Republican","conservative","30 to 44","$60,000 or more","high school graduate","North Central","other urban county",0,1,3
"827",827,"female","Black","Protestant","liberal","Divorced","NEARLY EVERY WK",NA,"Always wrong","Always wrong",NA,"Yes","Oppose","Favor","Should not",NA,"About right","Too little","Too little","Too little","Too little","Too little","Too little","About right","Too much","some confidence","great confidence","some confidence","some confidence","some confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Independent","moderate","60 or older","$20,000 to $34,999","some college","North Central","other urban county",0,1,1
"828",828,"female","White","Other",NA,"Married","NEVER","Almst alwys wrng","Always wrong","Always wrong","Always wrong","Yes","Favor","Favor",NA,"Disapprove","Too much","Too much","Too much","Too much","Too much","Too much","Too much","Too little","About right",NA,NA,NA,NA,NA,NA,"Strong disagree","Agree","Strongly agree","Strongly agree","No","Not Favor/Opposd","Not Favor/Opposd","Somewhat likely","Independent","moderate","45 to 59","$60,000 or more","college graduate","North Central","other urban county",0,0,NA
"829",829,"female","White","Protestant","fundamentalist","Married","EVERY WEEK",NA,"Always wrong","Not wrong at all",NA,"Yes","Favor","Favor","Should not",NA,NA,NA,NA,NA,NA,NA,NA,"About right","About right","some confidence","great confidence","great confidence","some confidence","great confidence","great confidence",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Republican","conservative","18 to 29","$20,000 to $34,999","high school graduate","North Central","other urban county",0,1,3
"830",830,"female","White","Protestant","moderate","Divorced","NEVER",NA,"Always wrong","Always wrong",NA,"Yes","Favor","Favor","Should not",NA,"About right","Too little","About right","About right","About right","About right","About right","About right","About right","Hardly confidnce","great confidence","some confidence","great confidence","some confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Independent","moderate","45 to 59","$20,000 to $34,999","some college","North Central","other urban county",0,1,NA
"831",831,"male","White","None","liberal","Married","NEVER","Always wrong",NA,NA,"Always wrong",NA,"Favor",NA,"Should not",NA,NA,NA,NA,NA,NA,NA,NA,"About right","About right",NA,"some confidence","some confidence","some confidence","Hardly confidnce","Hardly confidnce","Disagree","Agree","Agree","Agree","No","Not Favor/Opposd","Very Much Opposd",NA,"Republican","conservative","60 or older","$35,000 to $59,000","less than h.s. diploma","South","rural county",1,0,1
"832",832,"male","White","Protestant","fundamentalist","Married","NEARLY EVERY WK",NA,"Always wrong","Always wrong",NA,"No","Favor","Oppose","Should not",NA,NA,NA,NA,NA,NA,NA,NA,"About right","Too much","great confidence","Hardly confidnce","Hardly confidnce","Hardly confidnce","some confidence","Hardly confidnce",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Independent","conservative","45 to 59",NA,"less than h.s. diploma","South","rural county",1,1,3
"833",833,"female","White","Protestant","moderate","Married","EVERY WEEK","Always wrong","Always wrong","Always wrong","Always wrong","No","Favor","Oppose",NA,"Disapprove","About right","Too little","Too little","Too little","Too little","About right","Too much","About right","About right",NA,NA,NA,NA,NA,NA,"Agree","Disagree","Disagree","Agree","No","Not Favor/Opposd","Very Much Opposd","Very likely","Democrat","moderate","45 to 59","$20,000 to $34,999","college graduate","South","rural county",1,1,NA
"834",834,"female","White","Protestant","liberal","Divorced","SEVERAL TIMES YR","Not wrong at all",NA,NA,"Always wrong",NA,"Oppose",NA,"Should not","Disapprove","Too much","Too little","Too little","Too little","Too little",NA,"Too much","About right",NA,"great confidence","some confidence","great confidence","some confidence","great confidence","some confidence","Strongly agree","Disagree","Disagree","Disagree","No","Not Favor/Opposd","Somewhat Opposed",NA,"Republican","conservative","30 to 44","$20,000 to $34,999","less than h.s. diploma","South","rural county",1,1,1
"835",835,"female","White","None","liberal","Married","NEVER","Not wrong at all",NA,NA,"Almst alwys wrng",NA,"Favor",NA,"Should","Approve",NA,"Too little","About right","Too much","Too little","About right","About right","Too little",NA,"Hardly confidnce","Hardly confidnce","some confidence","some confidence","some confidence","Hardly confidnce","Agree","Disagree","Disagree","Strong disagree","No","Not Favor/Opposd","Not Favor/Opposd",NA,"Independent","liberal","45 to 59","$20,000 to $34,999","high school graduate","South","rural county",1,0,1
"836",836,"female","White",NA,NA,"Married","NEARLY EVERY WK",NA,"Always wrong","Always wrong",NA,"No","Favor","Oppose","Should not",NA,NA,NA,NA,NA,NA,NA,NA,"Too little","About right","great confidence","great confidence","some confidence","Hardly confidnce","great confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Not very likely","Democrat","conservative","18 to 29","$20,000 to $34,999","some college","South","rural county",1,0,NA
"837",837,"female","White","Protestant","fundamentalist","Married","ONCE A MONTH","Almst alwys wrng",NA,NA,"Always wrong",NA,"Oppose",NA,"Should not","Disapprove","About right","Too little","Too little","Too little","Too little","About right","Too much","Too little","About right","some confidence","some confidence","Hardly confidnce","some confidence","some confidence","Hardly confidnce","Disagree","Agree","Agree","Agree","Yes","Somewhat Opposed","Very Much Opposd",NA,"Republican","liberal","45 to 59","under $20,000","less than h.s. diploma","South","rural county",1,1,3
"838",838,"female","White","Catholic","moderate","Widowed","EVERY WEEK",NA,"Always wrong","Always wrong",NA,"No","Favor","Oppose","Should not",NA,"Too much","About right","Too little","Too little","About right","About right","Too much","Too little","About right","some confidence","some confidence","some confidence","Hardly confidnce","some confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Not very likely","Democrat","moderate","60 or older",NA,"college graduate","South","rural county",1,0,NA
"839",839,"female","Black","Catholic","moderate","Divorced","2-3 TIMES MONTH","Always wrong","Always wrong","Always wrong","Always wrong","No","Oppose","Favor",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,"Too little","Too little",NA,NA,NA,NA,NA,NA,"Strongly agree","Strongly agree","Agree","Agree","No","Very Much Favor","Very Much Favor","Not very likely","Democrat","liberal","30 to 44","under $20,000","less than h.s. diploma","South","other urban county",0,0,NA
"840",840,"female","Black","Catholic","moderate","Married","EVERY WEEK","Almst alwys wrng",NA,NA,"Always wrong",NA,"Oppose",NA,"Should not","Disapprove",NA,NA,NA,NA,NA,NA,NA,"About right","About right","great confidence","great confidence","great confidence",NA,"great confidence","great confidence","Agree","Agree","Disagree","Agree","Yes","Somewhat Favor","Somewhat Favor",NA,"Independent","moderate","30 to 44","under $20,000","less than h.s. diploma","South","other urban county",0,0,NA
